row_number,record_key,reason,payment_id,booking_id,payment_time,payment_method,payment_status,amount,currency,refund_amount,created_at,updated_at
49966,PAY-2F0AF4CA-413C-5194-BAFC-C9971D711D83,Missing booking_id,PAY-2f0af4ca-413c-5194-bafc-c9971d711d83,,2026-04-12 10:56:00,CREDIT_CARD,REFUNDED,151.66,USD,151.66,2026-04-12 07:58:00,2026-04-14 23:58:00
50164,row-50164,Missing payment_id,,BKG-5d04bf62-8f36-5985-9635-2605dadfad15,2026-02-22 12:02:00,CREDIT_CARD,PAID,111.64,USD,0,2026-02-22 10:19:00,2026-02-23 01:19:00
50476,PAY-DCE685B0-77A6-5B60-B98E-35F8E2DFC002,Invalid amount,PAY-dce685b0-77a6-5b60-b98e-35f8e2dfc002,BKG-dce685b0-77a6-5b60-b98e-35f8e2dfc002,2026-04-16 21:14:00,PAYPAL,PAID,not-a-number,USD,0,2026-04-16 19:40:00,2026-04-17 11:40:00
50906,row-50906,Missing payment_id,,BKG-b3e89cb9-0b5c-58e4-9ff4-425664383d3c,2026-04-02 15:54:00,Credit_Card,PAID,144.43,USD,0,2026-04-02 14:35:00,2026-04-05 02:35:00
51071,PAY-459CEB18-6840-55F5-A068-FCAB6F55B160,Missing booking_id,PAY-459ceb18-6840-55f5-a068-fcab6f55b160,,2026-03-31 20:42:00,CREDIT_CARD,SUCCESS,129.69,USD,0,2026-03-31 17:52:00,2026-04-02 18:52:00
51332,PAY-5B0C4348-816E-526E-991A-8994734D4E55,Invalid amount,PAY-5b0c4348-816e-526e-991a-8994734d4e55,BKG-5b0c4348-816e-526e-991a-8994734d4e55,2026-02-04 14:12:00,CREDIT_CARD,PAID,not-a-number,USD,0,2026-02-04 13:30:00,2026-02-07 09:30:00
51365,PAY-C044309E-AE36-55E4-829A-8BB07D3B712C,Missing booking_id,PAY-c044309e-ae36-55e4-829a-8bb07d3b712c,,2026-02-05 22:08:00,CREDIT_CARD,PAID,87.05,USD,0,2026-02-05 21:00:00,2026-02-06 15:00:00
51398,PAY-8B7EE9F1-247D-5FDC-8149-9A453ADB1294,Missing booking_id,PAY-8b7ee9f1-247d-5fdc-8149-9a453adb1294,,2026-02-10 14:46:00,DEBIT_CARD,PAID,132.2,USD,0,2026-02-10 14:29:00,2026-02-11 18:29:00
51523,PAY-F0E559A7-DB1D-5E50-AB20-9A7D0F8B056B,Missing booking_id,PAY-f0e559a7-db1d-5e50-ab20-9a7d0f8b056b,,2026-02-22 21:14:00,CREDIT_CARD,PAID,104.48,USD,0,2026-02-22 20:39:00,2026-02-25 08:39:00
52089,PAY-0CAD6F09-DCDA-5FC0-A99F-E93BFB0EFAFE,Missing booking_id,PAY-0cad6f09-dcda-5fc0-a99f-e93bfb0efafe,,2026-01-31 17:33:00,PAYPAL,PAID,225.72,USD,0,2026-01-31 16:57:00,2026-02-02 17:57:00
52185,PAY-5448001B-EB49-5F21-A650-D73FE6D925CD,Invalid amount,PAY-5448001b-eb49-5f21-a650-d73fe6d925cd,BKG-5448001b-eb49-5f21-a650-d73fe6d925cd,2026-04-01 20:22:00,CREDIT_CARD,PAID,not-a-number,USD,0,2026-04-01 17:46:00,2026-04-03 21:46:00
52208,PAY-B9D3D139-6F6B-5302-8AAA-98EEF265ABF6,Invalid amount,PAY-b9d3d139-6f6b-5302-8aaa-98eef265abf6,BKG-b9d3d139-6f6b-5302-8aaa-98eef265abf6,2026-01-06 21:17:00,CREDIT_CARD,PAID,not-a-number,USD,0,2026-01-06 19:48:00,2026-01-09 10:48:00
52724,PAY-3D23CCBA-A86B-50AA-A414-AB51E1E7DDB8,Missing booking_id,PAY-3d23ccba-a86b-50aa-a414-ab51e1e7ddb8,,2026-02-01 01:53:00,CREDIT_CARD,PAID,276.44,USD,0,2026-02-01 01:26:00,2026-02-02 19:26:00
53188,PAY-E97552B8-AADE-5554-9937-726A6D2C6DD4,Invalid amount,PAY-e97552b8-aade-5554-9937-726a6d2c6dd4,BKG-e97552b8-aade-5554-9937-726a6d2c6dd4,2026-02-07 02:22:00,CREDIT_CARD,PAID,not-a-number,USD,0,2026-02-06 23:58:00,2026-02-08 16:58:00
53272,PAY-BDDF5CF5-CDBF-5011-AF43-C7C46DA1920D,Invalid amount,PAY-bddf5cf5-cdbf-5011-af43-c7c46da1920d,BKG-bddf5cf5-cdbf-5011-af43-c7c46da1920d,2026-02-21 19:19:00,CREDIT_CARD,PAID,not-a-number,USD,0,2026-02-21 17:17:00,2026-02-24 15:17:00
53492,PAY-58465575-AF8F-5C3B-9ADE-FE1F8565082A,Invalid amount,PAY-58465575-af8f-5c3b-9ade-fe1f8565082a,BKG-58465575-af8f-5c3b-9ade-fe1f8565082a,2026-04-10 21:44:00,CREDIT_CARD,PAID,not-a-number,USD,0,2026-04-10 20:19:00,2026-04-11 02:19:00
53691,PAY-F11BF0E8-D7B7-51E2-B7E4-2F93E57B8F0E,Missing booking_id,PAY-f11bf0e8-d7b7-51e2-b7e4-2f93e57b8f0e,,2026-03-17 20:11:00,CREDIT_CARD,FAILED,0,USD,0,2026-03-17 18:48:00,2026-03-20 09:48:00
54095,PAY-50455F50-3E51-52FA-A7AD-84E26B33C2BA,Invalid amount,PAY-50455f50-3e51-52fa-a7ad-84e26b33c2ba,BKG-50455f50-3e51-52fa-a7ad-84e26b33c2ba,2026-02-11 04:02:00,DEBIT_CARD,PAID,not-a-number,USD,0,2026-02-11 03:01:00,2026-02-11 06:01:00
54397,PAY-2BC51E29-88E3-5013-9799-E4EE49B26A3A,Invalid amount,PAY-2bc51e29-88e3-5013-9799-e4ee49b26a3a,BKG-2bc51e29-88e3-5013-9799-e4ee49b26a3a,2026-03-01 16:39:00,CREDIT_CARD,PAID,not-a-number,USD,0,2026-03-01 14:40:00,2026-03-02 08:40:00
54552,PAY-A0F2518A-37C3-57F0-9578-EB7028911C78,Missing booking_id,PAY-a0f2518a-37c3-57f0-9578-eb7028911c78,,2026-02-20 03:57:00,CREDIT_CARD,PAID,232.54,USD,0,2026-02-20 02:40:00,2026-02-22 11:40:00
55089,PAY-4053239F-502C-5440-AC44-A2B33FA0FB9E,Missing booking_id,PAY-4053239f-502c-5440-ac44-a2b33fa0fb9e,,2026-01-21 07:58:00,CREDIT_CARD,PAID,209.3,USD,0,2026-01-21 07:54:00,2026-01-24 06:54:00
55694,PAY-DFE23BF0-EC52-5DF1-B638-AE2CEF7E4E68,Missing booking_id,PAY-dfe23bf0-ec52-5df1-b638-ae2cef7e4e68,,2026-02-27 19:00:00,BANK_TRANSFER,FAILED,0,USD,0,2026-02-27 16:40:00,2026-03-01 17:40:00
56673,row-56673,Missing payment_id,,BKG-d95f18b7-3320-5187-9628-748d6e88f5bb,2026-04-05 16:10:00,CREDIT_CARD,PAID,189.32,USD,0,2026-04-05 13:20:00,2026-04-05 15:20:00
56710,row-56710,Missing payment_id,,BKG-13b3f8bd-d3e4-51fe-92d4-ff6bdbfe6294,2026-03-12 11:26:00,CREDIT_CARD,PAID,160.96,USD,0,2026-03-12 10:19:00,2026-03-14 14:19:00
56817,PAY-EE8593E8-1956-55DD-96DE-5D989DB96C72,Missing booking_id,PAY-ee8593e8-1956-55dd-96de-5d989db96c72,,2026-03-20 05:34:00,CREDIT_CARD,REFUNDED,216.5,USD,216.5,2026-03-20 03:34:00,2026-03-20 07:34:00
57751,PAY-81BC8153-A6B3-5003-861E-F4E601538C6C,Missing booking_id,PAY-81bc8153-a6b3-5003-861e-f4e601538c6c,,2026-03-04 21:13:00,CREDIT_CARD,paid,186.61,USD,0,2026-03-04 20:04:00,2026-03-04 22:04:00
57826,row-57826,Missing payment_id,,BKG-fcf2603b-bea6-5b5f-b0de-17502fe0341a,2026-02-25 10:38:00,DEBIT_CARD,PAID,172.68,USD,0,2026-02-25 08:53:00,2026-02-27 23:53:00
57933,PAY-A85A8683-D501-5629-BA8A-AD599A173484,Missing booking_id,PAY-a85a8683-d501-5629-ba8a-ad599a173484,,2026-03-16 16:19:00,PAYPAL,SETTLED,232.0,USD,0,2026-03-16 16:01:00,2026-03-19 05:01:00
58137,PAY-E4075ABF-6F21-585A-AEEA-27C23BE98C29,Invalid amount,PAY-e4075abf-6f21-585a-aeea-27c23be98c29,BKG-e4075abf-6f21-585a-aeea-27c23be98c29,2026-03-25 13:57:00,DEBIT_CARD,PAID,not-a-number,USD,0,2026-03-25 11:20:00,2026-03-26 02:20:00
58192,PAY-28E8AFDF-587D-5281-AFE7-3A93B9F7B34B,Invalid amount,PAY-28e8afdf-587d-5281-afe7-3a93b9f7b34b,BKG-28e8afdf-587d-5281-afe7-3a93b9f7b34b,2026-02-24 13:06:00,CREDIT_CARD,PAID,not-a-number,USD,0,2026-02-24 10:21:00,2026-02-25 04:21:00
58234,row-58234,Missing payment_id,,BKG-8fbb3340-a94f-562b-8c22-badb70856254,2026-01-14 21:01:00,CREDIT_CARD,REFUNDED,203.02,USD,203.02,2026-01-14 19:27:00,2026-01-16 18:27:00
58267,PAY-CEA291F0-BFC5-5DA9-8ABE-27683C5D67A4,Missing booking_id,PAY-cea291f0-bfc5-5da9-8abe-27683c5d67a4,,2026-03-14 23:37:00,CREDIT_CARD,PAID,189.61,USD,0,2026-03-14 22:22:00,2026-03-17 22:22:00
58291,PAY-76DCB1BD-F59F-5746-9A0E-DC21CCBEE8A1,Invalid amount,PAY-76dcb1bd-f59f-5746-9a0e-dc21ccbee8a1,BKG-76dcb1bd-f59f-5746-9a0e-dc21ccbee8a1,2026-01-21 06:30:00,CREDIT_CARD,PAID,not-a-number,USD,0,2026-01-21 05:26:00,2026-01-22 09:26:00
58293,PAY-9A53BAF6-BF97-5BC8-AE83-1602D226AEAB,Invalid amount,PAY-9a53baf6-bf97-5bc8-ae83-1602d226aeab,BKG-9a53baf6-bf97-5bc8-ae83-1602d226aeab,2026-01-18 17:29:00,CREDIT_CARD,PAID,not-a-number,USD,0,2026-01-18 15:57:00,2026-01-20 20:57:00
58524,PAY-918E2B94-48D0-5646-92CC-25EF4C15C06D,Invalid amount,PAY-918e2b94-48d0-5646-92cc-25ef4c15c06d,BKG-918e2b94-48d0-5646-92cc-25ef4c15c06d,2026-04-09 13:54:00,CREDIT_CARD,PAID,not-a-number,USD,0,2026-04-09 11:24:00,2026-04-10 10:24:00
58771,PAY-B7DAC88E-88B0-5A0D-A28D-3E4C68AB70B2,Missing booking_id,PAY-b7dac88e-88b0-5a0d-a28d-3e4c68ab70b2,,2026-03-17 05:57:00,DEBIT_CARD,PAID,246.8,USD,0,2026-03-17 04:22:00,2026-03-18 19:22:00
58787,row-58787,Missing payment_id,,BKG-226764c0-5d05-57ed-a6d0-1ac2983fc350,2026-01-29 15:43:00,DEBIT_CARD,PAID,211.47,USD,0,2026-01-29 15:34:00,2026-01-31 11:34:00
58834,PAY-618984BB-B136-57D4-A6BD-8899BC3F3F41,Missing booking_id,PAY-618984bb-b136-57d4-a6bd-8899bc3f3f41,,2026-01-21 14:12:00,DEBIT_CARD,PAID,149.03,USD,0,2026-01-21 12:09:00,2026-01-23 08:09:00
59472,PAY-BD19C41C-4556-522D-97A0-8FA8934BB37B,Missing booking_id,PAY-bd19c41c-4556-522d-97a0-8fa8934bb37b,,2026-01-19 10:18:00,CREDIT_CARD,PAID,224.63,USD,0,2026-01-19 08:28:00,2026-01-19 10:28:00
59726,row-59726,Missing payment_id,,BKG-8ce72a31-9f22-5bb0-88d0-f09fb6ba8f2c,2026-02-09 14:47:00,PAYPAL,PAID,231.37,USD,0,2026-02-09 14:00:00,2026-02-10 05:00:00
59862,PAY-6FCB292C-877D-5323-BF52-5AB72C627CAE,Missing booking_id,PAY-6fcb292c-877d-5323-bf52-5ab72c627cae,,2026-03-25 08:29:00, DEBIT_CARD ,PAID,234.59,USD,0,2026-03-25 06:50:00,2026-03-25 06:50:00
59929,PAY-3FF39F92-1F49-502C-BCDE-9A1DB4CAF566,Missing booking_id,PAY-3ff39f92-1f49-502c-bcde-9a1db4caf566,,2026-03-09 22:23:00,PAYPAL,PAID,157.76,USD,0,2026-03-09 22:09:00,2026-03-12 15:09:00
61794,row-61794,Missing payment_id,,BKG-3fc38b9e-5077-5521-9325-65e0aa6bb6d7,2026-02-10 19:47:00,CREDIT_CARD,PAID,287.37,USD,0,2026-02-10 17:22:00,2026-02-13 14:22:00
61888,row-61888,Missing payment_id,,BKG-d9c7ef49-161d-5ac6-a47a-fc2178dbc529,2026-03-03 18:14:00,CREDIT_CARD,FAILED,0,USD,0,2026-03-03 18:05:00,2026-03-03 19:05:00
61973,PAY-CD931977-32A3-512A-9B61-3691B9039CCA,Invalid amount,PAY-cd931977-32a3-512a-9b61-3691b9039cca,BKG-cd931977-32a3-512a-9b61-3691b9039cca,2026-01-19 01:55:00,CREDIT_CARD,PAID,not-a-number,USD,0,2026-01-19 00:26:00,2026-01-19 15:26:00
62203,PAY-6CC44F40-1BAF-5EE9-BB31-AD6C97F74E60,Invalid amount,PAY-6cc44f40-1baf-5ee9-bb31-ad6c97f74e60,BKG-6cc44f40-1baf-5ee9-bb31-ad6c97f74e60,2026-03-22 17:50:00,DEBIT CARD,PAID,not-a-number,USD,0,2026-03-22 15:24:00,2026-03-25 00:24:00
62281,row-62281,Missing payment_id,,BKG-fe6d3859-f5a3-5b48-a525-208a3dc17b57,2026-01-24 17:56:00,CREDIT_CARD,PAID,219.3,USD,0,2026-01-24 15:48:00,2026-01-24 15:48:00
62314,PAY-365607C5-2C01-59D5-8F93-80D2733ABCA0,Invalid amount,PAY-365607c5-2c01-59d5-8f93-80d2733abca0,BKG-365607c5-2c01-59d5-8f93-80d2733abca0,2026-01-14 03:47:00,CREDIT_CARD,PAID,not-a-number,usd,0,2026-01-14 01:05:00,2026-01-16 23:05:00
62967,PAY-8F467DAB-AD7F-5182-9C75-99D5CD903972,Missing booking_id,PAY-8f467dab-ad7f-5182-9c75-99d5cd903972,,2026-02-13 13:51:00,DEBIT_CARD,PAID,250.53,USD,0,2026-02-13 13:17:00,2026-02-15 07:17:00
62987,PAY-B5733E7D-DFA2-591D-A2E5-18AAEB14E399,Invalid amount,PAY-b5733e7d-dfa2-591d-a2e5-18aaeb14e399,BKG-b5733e7d-dfa2-591d-a2e5-18aaeb14e399,2026-01-11 08:04:00,DEBIT_CARD,PAID,not-a-number,usd,0,2026-01-11 06:37:00,2026-01-14 06:37:00
63686,row-63686,Missing payment_id,,BKG-0dbf4148-5f47-5f77-a6a0-ab00a2c1fda4,2026-01-19 20:12:00,PAYPAL,PAID,151.78,USD,0,2026-01-19 20:10:00,2026-01-21 16:10:00
64197,PAY-6B936F6D-0E0E-50B1-A998-468A7ACB7161,Missing booking_id,PAY-6b936f6d-0e0e-50b1-a998-468a7acb7161,,2026-02-08 09:24:00,CREDIT_CARD,REFUNDED,219.35,USD,219.35,2026-02-08 07:45:00,2026-02-10 06:45:00
64234,PAY-DEDE997B-67FF-57FF-B740-8E3218455BFB,Missing booking_id,PAY-dede997b-67ff-57ff-b740-8e3218455bfb,,2026-01-10 02:22:00,CREDIT_CARD,PAID,226.96,USD,0,2026-01-10 00:50:00,2026-01-10 19:50:00
64522,PAY-4F338D91-2197-5984-85DC-BB6697E1F5A1,Invalid amount,PAY-4f338d91-2197-5984-85dc-bb6697e1f5a1,BKG-4f338d91-2197-5984-85dc-bb6697e1f5a1,2026-02-16 13:32:00,CREDIT_CARD,REFUNDED,not-a-number,USD,192.57,2026-02-16 12:04:00,2026-02-17 00:04:00
64855,PAY-27E4F59D-9603-5538-AB47-72653303E3FD,Missing booking_id,PAY-27e4f59d-9603-5538-ab47-72653303e3fd,,2026-03-19 07:25:00,PAYPAL,REFUNDED,297.86,USD,297.86,2026-03-19 05:56:00,2026-03-22 04:56:00
64856,PAY-27E4F59D-9603-5538-AB47-72653303E3FD,Missing booking_id,PAY-27e4f59d-9603-5538-ab47-72653303e3fd,,2026-03-19 07:25:00,PAYPAL,Refunded,296.86,USD,297.86,2026-03-19 05:56:00,2026-03-23 18:56:00
65072,PAY-FE27B6B2-ACBC-5F13-BFE1-F8FDBEF369E8,Missing booking_id,PAY-fe27b6b2-acbc-5f13-bfe1-f8fdbef369e8,,2026-04-12 17:41:00,PAYPAL,PAID,247.41,USD,0,2026-04-12 16:36:00,2026-04-13 00:36:00
65323,PAY-D1CB5EB4-5E0D-55FF-9FB3-C742C4AC6F8A,Invalid amount,PAY-d1cb5eb4-5e0d-55ff-9fb3-c742c4ac6f8a,BKG-d1cb5eb4-5e0d-55ff-9fb3-c742c4ac6f8a,2026-01-31 06:23:00,PAYPAL,PAID,not-a-number,USD,0,2026-01-31 05:23:00,2026-02-02 22:23:00
65928,PAY-16B9346B-0F9B-5C42-9DB8-28A2D3381BD2,Invalid amount,PAY-16b9346b-0f9b-5c42-9db8-28a2d3381bd2,BKG-16b9346b-0f9b-5c42-9db8-28a2d3381bd2,2026-03-01 11:55:00,CREDIT_CARD,PAID,not-a-number,USD,0,2026-03-01 10:13:00,2026-03-02 09:13:00
66112,row-66112,Missing payment_id,,BKG-d7514bb5-1596-5143-a264-5478c9e70f94,2026-03-17 19:59:00,CREDIT_CARD,PAID,260.04,USD,0,2026-03-17 18:38:00,2026-03-18 15:38:00
66527,PAY-874F7763-FBFC-5AF4-A18E-8706A2076BC5,Invalid amount,PAY-874f7763-fbfc-5af4-a18e-8706a2076bc5,BKG-874f7763-fbfc-5af4-a18e-8706a2076bc5,2026-04-22 04:17:00, BANK_TRANSFER ,FAILED,not-a-number,USD,0,2026-04-22 01:30:00,2026-04-24 22:30:00
66802,PAY-F37806EB-2194-5BC2-BF74-03D83CA1847B,Missing booking_id,PAY-f37806eb-2194-5bc2-bf74-03d83ca1847b,,2026-02-25 06:16:00, CREDIT_CARD ,PAID,200.91,USD,0,2026-02-25 04:07:00,2026-02-26 03:07:00
66994,PAY-0AE7BEED-C203-5F78-9A48-B71852EDA252,Missing booking_id,PAY-0ae7beed-c203-5f78-9a48-b71852eda252,,2026-03-04 16:23:00,CREDIT_CARD,PAID,148.35,USD,0,2026-03-04 15:39:00,2026-03-06 22:39:00
67290,PAY-EC8F932A-8D5A-5F3F-BFF5-291079E2C77B,Invalid amount,PAY-ec8f932a-8d5a-5f3f-bff5-291079e2c77b,BKG-ec8f932a-8d5a-5f3f-bff5-291079e2c77b,2026-03-09 08:26:00,PAYPAL,PAID,not-a-number,USD,0,2026-03-09 08:14:00,2026-03-09 15:14:00
67320,PAY-C5CC0F93-26C8-598B-B088-F50CE2924465,Missing booking_id,PAY-c5cc0f93-26c8-598b-b088-f50ce2924465,,2026-03-22 12:39:00,CREDIT_CARD,PAID,71.56,USD,0,2026-03-22 11:42:00,2026-03-25 04:42:00
68079,row-68079,Missing payment_id,,BKG-962bc302-515c-5f95-8af0-e8a5cde56abb,2026-01-21 21:19:00,CREDIT_CARD,PAID,114.72,usd,0,2026-01-21 18:48:00,2026-01-23 10:48:00
68548,PAY-9D719B38-F9BF-5DE2-88B6-659B77124B03,Invalid amount,PAY-9d719b38-f9bf-5de2-88b6-659b77124b03,BKG-9d719b38-f9bf-5de2-88b6-659b77124b03,2026-03-30 17:59:00,PAYPAL,paid,not-a-number,USD,0,2026-03-30 17:21:00,2026-04-01 18:21:00
68563,row-68563,Missing payment_id,,BKG-6d9cc8cd-451e-5ec3-b37d-3533296dd9f7,2026-04-19 20:42:00,DEBIT CARD,PAID,136.59,USD,0,2026-04-19 18:40:00,2026-04-22 15:40:00
68748,PAY-F523BF8D-8A21-5824-B82D-BEFB97E439DD,Invalid amount,PAY-f523bf8d-8a21-5824-b82d-befb97e439dd,BKG-f523bf8d-8a21-5824-b82d-befb97e439dd,2026-02-06 20:41:00,CREDIT_CARD,PAID,not-a-number,USD,0,2026-02-06 18:14:00,2026-02-07 10:14:00
69208,row-69208,Missing payment_id,,BKG-583eb73e-3fa2-5ee0-a4ff-31832d9d2e32,2026-02-07 15:35:00,CREDIT_CARD,PAID,199.23,USD,0,2026-02-07 13:16:00,2026-02-07 19:16:00
69254,row-69254,Missing payment_id,,BKG-4180538b-1cf2-5704-8d79-563e73ab30a5,2026-02-23 21:09:00,PAYPAL,FAILED,0,USD,0,2026-02-23 21:02:00,2026-02-24 17:02:00
69432,PAY-365BD9A0-BEF4-57C3-A924-FB96A73DDA19,Missing booking_id,PAY-365bd9a0-bef4-57c3-a924-fb96a73dda19,,2026-01-29 09:30:00,PAYPAL,PAID,138.22,USD,0,2026-01-29 08:04:00,2026-01-30 00:04:00
69532,PAY-0B423C36-794E-5BCB-AF8E-4F6F7C839282,Invalid amount,PAY-0b423c36-794e-5bcb-af8e-4f6f7c839282,BKG-0b423c36-794e-5bcb-af8e-4f6f7c839282,2026-01-04 21:39:00,DEBIT_CARD,FAILED,not-a-number,USD,0,2026-01-04 19:20:00,2026-01-07 03:20:00
69634,PAY-8E22C281-1E6F-5883-9817-012F9FEB6F1A,Missing booking_id,PAY-8e22c281-1e6f-5883-9817-012f9feb6f1a,,2026-02-26 09:32:00,DEBIT_CARD,PAID,81.75,USD,0,2026-02-26 06:50:00,2026-02-28 19:50:00
69776,PAY-54105D0C-44DD-506D-A8FE-A8A943797E77,Missing booking_id,PAY-54105d0c-44dd-506d-a8fe-a8a943797e77,,2026-03-24 14:51:00,CREDIT_CARD,PAID,116.65,USD,0,2026-03-24 14:14:00,2026-03-24 17:14:00
70310,PAY-13359519-36C8-537A-BDC3-15633D3E2239,Missing booking_id,PAY-13359519-36c8-537a-bdc3-15633d3e2239,,2026-01-14 13:17:00,BANK_TRANSFER,PAID,128.47,USD,0,2026-01-14 13:06:00,2026-01-16 12:06:00
70391,PAY-03138E6E-5AE8-5009-B196-E5484BBB8CE4,Missing booking_id,PAY-03138e6e-5ae8-5009-b196-e5484bbb8ce4,,2026-03-05 09:58:00,CREDIT_CARD,PAID,101.73,USD,0,2026-03-05 08:18:00,2026-03-06 16:18:00
70475,PAY-9E6D0494-6CF5-54F5-8A73-0EFF5F97ACF5,Missing booking_id,PAY-9e6d0494-6cf5-54f5-8a73-0eff5f97acf5,,2026-04-01 07:17:00,CREDIT_CARD,SETTLED,105.21,USD,0,2026-04-01 07:09:00,2026-04-02 07:09:00
71110,PAY-15922235-1759-5D42-A4F0-848715AE2262,Invalid amount,PAY-15922235-1759-5d42-a4f0-848715ae2262,BKG-15922235-1759-5d42-a4f0-848715ae2262,2026-01-31 06:14:00,CREDIT_CARD,PAID,not-a-number,USD,0,2026-01-31 06:08:00,2026-02-01 16:08:00
71412,row-71412,Missing payment_id,,BKG-a731883c-40f1-5af5-b96a-2fa897acd3d8,2026-03-25 14:46:00,CREDIT_CARD,PAID,123.36,USD,0,2026-03-25 11:48:00,2026-03-27 00:48:00
72348,PAY-092CEBE4-E161-51D4-8710-2AA0B9138B38,Missing booking_id,PAY-092cebe4-e161-51d4-8710-2aa0b9138b38,,2026-02-10 19:38:00,CREDIT_CARD,PAID,100.6,USD,0,2026-02-10 18:47:00,2026-02-13 12:47:00
72707,PAY-F39E3E81-D252-5F67-BB66-3168CBFB97D0,Missing booking_id,PAY-f39e3e81-d252-5f67-bb66-3168cbfb97d0,,2026-04-13 06:43:00,PAYPAL,PAID,131.31,USD,0,2026-04-13 03:55:00,2026-04-13 11:55:00
72947,PAY-DF5D4821-EF1F-5CF3-B497-BC490783DA0F,Invalid amount,PAY-df5d4821-ef1f-5cf3-b497-bc490783da0f,BKG-df5d4821-ef1f-5cf3-b497-bc490783da0f,2026-03-22 11:47:00,DEBIT_CARD,SETTLED,not-a-number,USD,0,2026-03-22 09:27:00,2026-03-24 22:27:00
73053,PAY-537DB2B5-511C-5CB9-B703-D7E811AC4E5B,Missing booking_id,PAY-537db2b5-511c-5cb9-b703-d7e811ac4e5b,,2026-02-21 18:04:00,CREDIT_CARD,PAID,141.13,USD,0,2026-02-21 15:43:00,2026-02-22 09:43:00
73084,PAY-02210BC6-8691-5F07-A3CD-5021B23BA733,Missing booking_id,PAY-02210bc6-8691-5f07-a3cd-5021b23ba733,,2026-03-19 23:42:00,PAYPAL,PAID,114.97,USD,0,2026-03-19 22:33:00,2026-03-20 09:33:00
73420,PAY-E74BB1A0-2F45-5825-A3A5-4C996F36E439,Missing booking_id,PAY-e74bb1a0-2f45-5825-a3a5-4c996f36e439,,2026-03-28 17:21:00,CREDIT_CARD,PAID,103.29,USD,0,2026-03-28 16:56:00,2026-03-28 23:56:00
73930,PAY-D6AD1FEF-8E4D-5FCC-A17E-94CB6280C10F,Missing booking_id,PAY-d6ad1fef-8e4d-5fcc-a17e-94cb6280c10f,,2026-03-27 16:13:00,CREDIT_CARD,PAID,115.07,USD,0,2026-03-27 13:44:00,2026-03-29 08:44:00
74161,PAY-4D68D513-3690-5813-B1FB-12878471E929,Missing booking_id,PAY-4d68d513-3690-5813-b1fb-12878471e929,,2026-02-02 02:41:00,CREDIT_CARD,PAID,130.85,USD,0,2026-02-02 00:51:00,2026-02-04 08:51:00
74222,PAY-4C7BCC4A-2121-5D7D-BC09-163C5B9BEEB6,Missing booking_id,PAY-4c7bcc4a-2121-5d7d-bc09-163c5b9beeb6,,2026-03-12 05:52:00,CREDIT_CARD,PAID,64.62,USD,0,2026-03-12 04:21:00,2026-03-12 17:21:00
74469,PAY-2D04D0A3-C370-5909-90A7-ACCCE7D89E1D,Missing booking_id,PAY-2d04d0a3-c370-5909-90a7-accce7d89e1d,,2026-04-02 14:37:00,DEBIT CARD,PAID,83.92,usd,0,2026-04-02 13:10:00,2026-04-02 19:10:00
75300,row-75300,Missing payment_id,,BKG-81b2041b-167c-5788-828e-42fc33444ec1,2026-03-22 07:53:00,DEBIT_CARD,SUCCESS,101.36,USD,0,2026-03-22 06:26:00,2026-03-24 13:26:00
75791,PAY-92F79FD8-A414-52BA-B0EB-F48C69EC1380,Missing booking_id,PAY-92f79fd8-a414-52ba-b0eb-f48c69ec1380,,2026-02-10 14:50:00,CREDIT_CARD,PAID,232.17,USD,0,2026-02-10 13:54:00,2026-02-12 08:54:00
76304,PAY-760E520B-B24A-5847-A61F-550ADC739911,Missing booking_id,PAY-760e520b-b24a-5847-a61f-550adc739911,,2026-02-02 11:51:00,PAYPAL,PAID,245.24,USD,0,2026-02-02 10:29:00,2026-02-02 14:29:00
76380,PAY-125FB488-3F96-5B3C-ACEF-29B5693C26BE,Missing booking_id,PAY-125fb488-3f96-5b3c-acef-29b5693c26be,,2026-04-01 02:04:00,CREDIT_CARD,PAID,235.57,USD,0,2026-04-01 00:00:00,2026-04-02 22:00:00
76453,PAY-AAA67C36-8C4C-5CE8-BD87-29BF54CFCB2A,Invalid amount,PAY-aaa67c36-8c4c-5ce8-bd87-29bf54cfcb2a,BKG-aaa67c36-8c4c-5ce8-bd87-29bf54cfcb2a,2026-02-11 18:58:00,CREDIT_CARD,PAID,not-a-number,USD,0,2026-02-11 18:04:00,2026-02-13 03:04:00
76629,PAY-5E03F40D-3298-55DA-9E89-D91B48CC3DC3,Missing booking_id,PAY-5e03f40d-3298-55da-9e89-d91b48cc3dc3,,2026-03-11 10:37:00,PAYPAL,SUCCESS,306.09,USD,0,2026-03-11 08:28:00,2026-03-13 10:28:00
76820,PAY-D5BF190D-F50B-518B-82CB-206DADBF54CA,Invalid amount,PAY-d5bf190d-f50b-518b-82cb-206dadbf54ca,BKG-d5bf190d-f50b-518b-82cb-206dadbf54ca,2026-02-20 07:07:00,PAYPAL,PAID,not-a-number,USD,0,2026-02-20 05:40:00,2026-02-22 08:40:00
76825,row-76825,Missing payment_id,,BKG-2765498f-0c37-5767-aa3c-927c64913fb1,2026-04-14 08:43:00,DEBIT_CARD,SETTLED,220.83,USD,0,2026-04-14 07:28:00,2026-04-14 07:28:00
